rank,Steam ID,last Two Weeks,ATH,scoreSum,status_U_Count,Level,Badges,Games,Friends,Groups,Screenshots,Reviews,Cluster
1,76561198821277841,54.78,1011.3,0.51,0,41,9,39,77,1,1,7,0
1,76561199435834075,76.07,75.25,0.1,0.82,1,2,2,12,6,0,1,0
1,76561199059244463,1.98,302.39,0.42,0.07,2,2,7,20,0,0,1,0
1,76561199341700257,30.62,83.98,0.19,0.13,12,5,5,21,2,1,1,0
1,76561198850608719,22.67,62.45,0.19,0.02,7,4,27,36,4,0,2,0
1,76561199096173346,15.18,341.71,0.52,0.42,11,7,3,47,30,0,1,0
1,76561199366124054,80.12,249.45,0.26,0.14,16,10,5,45,7,10,3,0
1,76561197980860910,3.43,506.25,0.56,0.1,12,5,146,278,10,0,2,0
1,76561198259642733,63.38,60.77,0.62,0.42,10,4,5,27,6,0,1,0
1,76561198219622745,28.82,81.51,0.54,0.14,10,7,59,101,2,0,26,0
1,76561199100606602,10.75,61.22,0.28,0.29,3,3,5,8,0,0,1,0
1,76561199433175126,59.15,63.07,0.19,0.15,1,2,1,37,0,0,1,0
1,76561198039220737,7.35,168.6,0.53,0.28,16,9,71,27,54,114,5,0
1,76561198986442601,53.6,118.21,0.36,0.07,2,2,5,10,0,0,1,0
1,76561197966780748,27.0,430.17,0.8,0.32,20,7,24,53,1,1,1,0
1,76561199241940821,42.78,105.82,0.23,0.07,2,2,1,23,2,0,1,0
1,76561199369421902,10.0,69.77,0.25,0.03,2,2,2,7,1,0,1,0
1,76561199431872188,45.43,62.48,0.18,0.54,3,3,1,2,1,0,1,0
1,76561199383090178,44.27,169.48,0.24,0.44,2,2,1,14,0,0,1,0
1,76561199387497940,12.3,13.62,0.12,0.07,2,2,1,3,1,0,1,0
1,76561199167544416,17.45,88.07,0.24,0.32,3,5,6,17,11,0,2,0
1,76561198339090413,2.28,359.31,0.5,0.16,6,4,11,60,2,0,1,0
1,76561198192221119,113.87,1017.95,0.64,0.15,5,3,4,98,4,0,1,0
1,76561199362896432,14.92,1107.93,0.28,0.13,4,3,1,11,15,2,2,0
1,76561199427313584,67.07,79.93,0.23,0.42,2,2,2,15,6,0,1,0
1,76561198417519788,30.45,653.52,0.56,0.13,17,9,9,94,14,1,1,0
1,76561199105354854,4.77,86.6,0.27,0.34,4,4,11,23,5,0,3,0
1,76561198009173639,332.3,890.65,0.65,0.24,12,4,6,7,556,0,4,-1
1,76561198152681460,2.97,52.28,0.16,0.53,8,4,12,18,72,3,2,0
1,76561199417796281,21.72,57.13,0.18,0.23,2,2,2,5,1,0,1,0
1,76561198375336205,52.93,38.55,0.14,0.2,11,4,12,8,1,0,1,0
1,76561197970012610,47.62,40.64,0.07,0.03,77,71,18,29,3,1,1,0
1,76561198866265542,49.7,742.44,0.56,0.11,5,6,8,132,4,0,3,0
1,76561199081283181,38.57,203.95,0.44,0.29,7,5,29,43,2,0,10,0
1,76561199076889833,84.23,316.8,0.53,0.4,5,4,12,40,11,0,1,0
1,76561199377622682,44.6,1159.67,0.26,0.31,6,3,1,12,29,2,1,0
1,76561199098266428,7.55,100.57,0.28,0.11,5,4,28,21,0,8,2,0
1,76561199217873228,21.73,148.61,0.35,0.16,1,2,3,22,0,0,1,0
1,76561199435692294,27.47,27.47,0.12,0.6,3,3,2,13,1,1,1,0
1,76561199222537865,29.53,223.27,0.26,0,11,8,23,0,5,0,2,0
1,76561199318177319,26.78,192.95,0.38,0.23,4,3,1,22,1,1,1,0
1,76561199173099063,26.23,252.52,0.45,0.54,3,3,3,78,23,1,2,0
1,76561198288140455,6.88,70.48,0.26,0.23,7,4,59,0,5,0,2,0
1,76561197960327792,16.1,14.3,0.35,0,58,42,0,21,0,5,6,0
1,76561198845677194,69.27,2253.93,0.79,0.06,6,5,30,158,6,0,1,0
1,76561198268648785,40.2,136.35,0.36,0.44,45,48,234,12,1,0,17,0
1,76561199236881012,16.72,18.15,0.06,0,22,11,37,0,0,1,5,0
1,76561198087961069,9.48,339.43,0.48,0.16,14,6,25,41,2,0,2,0
1,76561198296473879,93.52,89.01,0.25,0,32,18,23,203,3,3,2,0
1,76561199170066138,77.57,447.02,0.44,0.08,4,5,5,38,2,5,1,0
1,76561198186787633,4.13,356.67,0.8,0,40,55,62,103,5,6,2,0
1,76561198315653933,31.28,116.76,0.31,0.27,11,11,61,12,2,1,11,0
1,76561197985192510,303.9,1454.61,0.54,0.09,10,3,18,134,21,1,1,-1
1,76561198243505870,7.47,316.61,0.71,0.15,22,12,129,11,0,0,1,0
1,76561199409762005,37.23,76.08,0.19,0.13,21,9,12,14,1,0,1,0
1,76561199434271840,19.17,19.17,0.1,0,1,1,1,0,1,0,1,0
1,76561199433860606,112.35,112.35,0.16,0.22,1,1,1,2,3,0,1,0
1,76561198319600360,4.05,129.63,0.57,0.27,6,5,14,46,1,0,2,0
1,76561199194808379,21.93,103.45,0.24,0.33,3,4,2,0,3,0,2,0
1,76561199056201883,52.67,1806.84,0.62,0.08,7,5,2,61,1,0,1,0
1,76561198004157532,21.58,76.46,0.63,0.09,20,17,240,89,21,21,17,0
1,76561199091775013,17.03,221.94,0.35,0.41,15,8,15,0,9,0,1,0
1,76561198876142768,36.77,34.21,0.26,0.12,3,3,1,11,0,0,1,0
1,76561199433068491,29.2,33.13,0.15,0,1,1,4,0,0,0,1,0
1,76561198397304553,15.97,179.09,0.27,0.25,6,5,26,27,0,0,2,0
1,76561198104278701,34.0,120.67,0.31,0.11,14,6,2,16,2,0,1,0
1,76561199056336128,8.23,83.62,0.28,0.38,3,3,6,9,1,0,2,0
1,76561199088759022,11.33,228.55,0.22,0.38,3,3,4,6,2,1,1,0
1,76561199145484549,3.97,355.62,0.59,0.13,3,4,8,19,4,1,1,0
1,76561199248955768,34.2,318.18,0.39,0.32,36,9,21,30,6,0,2,0
1,76561198059786567,15.18,139.64,0.69,0.33,10,5,13,11,13,28,1,0
1,76561198819630023,11.95,450.76,0.55,0.2,9,5,14,71,2,2,1,0
1,76561199040531044,9.1,399.99,0.46,0.3,10,6,11,271,2,0,1,0
1,76561198234330888,12.35,190.58,0.73,0.46,9,4,116,71,3,3,2,0
1,76561198056079764,38.73,171.9,0.9,0.38,24,23,207,111,11,1,1,0
1,76561199130551704,18.3,261.01,0.39,0.45,9,5,1,15,4,1,1,0
1,76561199097919826,11.6,207.46,0.32,0.29,3,3,5,9,0,0,2,0
1,76561198134440587,3.6,83.92,0.49,0.3,8,4,2,3,1,0,1,0
1,76561199388251940,55.07,163.53,0.2,0.11,2,2,1,16,3,0,1,0
1,76561198987973629,20.75,162.14,0.49,0.09,5,3,10,10,1,0,1,0
1,76561199119219321,21.47,765.8,0.46,0.19,2,3,2,54,74,0,1,0
1,76561199400514738,68.73,288.85,0.17,0,10,5,1,17,2,0,1,0
1,76561198834548187,23.93,227.89,0.44,0.18,4,3,1,17,0,0,1,0
1,76561199412109252,24.08,31.5,0.15,0.46,2,2,1,11,2,1,1,0
1,76561199187130894,64.6,344.9,0.33,0.38,2,4,5,12,0,0,2,0
1,76561198801582036,43.3,452.88,0.41,0.21,20,12,9,46,0,1,1,0
1,76561198403122338,45.85,635.26,0.64,0.28,4,3,2,25,0,0,1,0
1,76561199092087183,21.5,228.89,0.26,0.35,3,3,2,6,1,0,1,0
1,76561199111348897,26.8,717.31,0.49,0.11,4,5,1,9,0,0,1,0
1,76561199040751224,10.1,245.43,0.26,0.21,3,3,10,0,1,0,2,0
1,76561199180888660,20.12,210.0,0.41,0.19,1,2,1,10,0,0,1,0
1,76561198074673780,45.3,20.48,0.24,0.19,9,5,60,5,4,0,1,0
1,76561199217011854,37.2,511.53,0.63,0.29,11,9,6,27,5,0,2,0
1,76561199429068188,52.82,57.77,0.11,0,1,1,1,21,0,0,1,0
1,76561199022633794,41.82,610.04,0.52,0.52,8,5,2,44,6,0,1,0
1,76561197960887408,5.25,7.56,0.09,0.11,15,4,11,19,1,1,1,0
1,76561198802689966,23.1,424.98,0.76,0.07,14,8,25,41,1,1,2,0
1,76561198376988205,41.6,140.3,0.43,0.53,7,5,34,25,5,1,3,0
1,76561199168272169,11.4,155.53,0.34,0.16,9,5,2,10,1,0,1,0
1,76561198824406347,130.95,1415.82,0.47,0.06,11,8,10,55,8,0,1,0
1,76561198088657870,10.32,258.52,0.41,0.05,35,17,114,120,10,2,15,0
1,76561198127208685,37.25,504.34,0.69,0,9,4,53,69,14,5,2,0
1,76561199419889378,143.93,286.18,0.29,0.09,5,4,29,9,13,1,2,0
1,76561199106410326,10.18,211.55,0.66,0.06,7,4,37,32,3,0,1,0
1,76561198076726315,1.98,611.31,0.65,0.03,39,9,39,35,2,1,3,0
1,76561199030253700,28.92,61.35,0.14,0,2,2,17,2,0,0,1,0
1,76561199404355825,18.55,56.37,0.28,0.04,2,2,2,16,2,0,1,0
1,76561199145393758,25.8,1007.82,0.63,0.38,12,6,1,222,5,0,1,0
1,76561198449009279,9.62,92.85,0.33,0.12,4,3,3,27,0,0,1,0
1,76561198288197791,90.63,1119.25,0.57,0.02,7,4,14,114,7,1,5,0
1,76561199386609077,140.85,552.87,0.47,0.15,26,6,7,166,0,3,2,0
1,76561199003431857,28.4,263.98,0.46,0.08,6,4,4,0,73,0,1,0
1,76561199312080282,16.38,41.65,0.18,0.17,9,4,1,7,2,0,1,0
1,76561198255489190,162.52,219.75,0.49,0.2,6,3,14,53,3,0,1,0
1,76561199248902134,22.32,203.52,0.24,0,3,3,1,6,0,0,1,0
1,76561198835028262,15.98,191.59,0.68,0.47,7,4,19,28,2,0,2,0
1,76561199411980121,105.82,200.32,0.11,0,2,2,2,27,2,10,1,0
1,76561198010671975,12.72,328.02,0.87,0.08,15,9,114,42,7,1,1,0
1,76561198879585742,46.28,163.32,0.38,0.21,6,5,10,24,2,0,3,0
1,76561199189055651,18.77,177.68,0.45,0.04,1,2,1,33,0,0,1,0
1,76561199417621014,76.42,128.72,0.3,0.15,18,6,5,15,2,1,1,0
1,76561198131114973,8.75,76.17,0.51,0.08,15,11,113,26,2,22,6,0
1,76561199422092017,40.05,115.97,0.21,0.02,7,3,2,1,0,0,1,0
1,76561199133194951,97.2,155.03,0.31,0,24,6,4,11,1,6,1,0
1,76561199134655143,27.53,28.8,0.12,0.33,5,4,2,9,1,0,1,0
1,76561199262997120,11.42,237.27,0.31,0.14,5,3,3,15,0,0,1,0
1,76561198436804036,11.25,116.95,0.22,0.05,32,24,45,18,2,1,4,0
1,76561199434730025,167.92,164.45,0.08,0.11,3,2,1,10,6,0,1,0
1,76561199214654076,16.22,644.97,0.53,0.4,2,3,1,55,1,0,1,0
1,76561199417973494,14.47,20.03,0.1,0.49,2,2,1,8,2,0,1,0
1,76561199056227101,55.27,169.66,0.34,0.01,3,3,3,0,0,0,1,0
1,76561198112553516,20.85,224.48,0.73,0.26,7,4,9,49,2,186,1,0
1,76561198085855068,20.58,37.65,0.27,0.06,11,5,9,3,2,0,3,0
1,76561198383776075,70.9,70.9,0.13,0.18,5,3,1,3,0,1,1,0
1,76561199108995973,9.4,25.12,0.13,0.09,3,3,7,10,0,0,1,0
1,76561199104749612,17.4,139.84,0.22,0.22,11,5,18,15,11,0,3,0
1,76561198362022271,24.08,1186.17,0.75,0.18,10,7,19,81,21,0,1,0
1,76561198936538102,9.62,9.13,0.06,0.14,3,2,42,20,0,0,3,0
1,76561199249365129,22.5,35.7,0.11,0.21,2,2,1,13,4,0,1,0
1,76561198989783322,38.28,236.47,0.26,0.42,11,6,9,8,0,1,1,0
1,76561198806672332,51.18,547.66,0.68,0.39,21,15,36,74,15,0,1,0
1,76561199146581927,2.65,560.98,0.58,0.55,10,6,10,66,1,2,2,0
1,76561199399086405,38.33,181.9,0.29,0.01,7,3,1,2,3,0,1,0
1,76561199379190302,2.38,58.5,0.15,0.42,1,2,1,10,12,0,1,0
1,76561199302181340,17.88,65.57,0.16,0.24,10,8,15,15,3,0,1,0
1,76561199227215290,25.9,195.09,0.34,0.12,10,7,1,49,14,1,1,0
1,76561199217191878,12.23,117.34,0.25,0.26,3,4,1,30,1,0,1,0
1,76561198189693251,46.73,198.05,0.8,0.07,12,5,33,38,5,3,1,0
1,76561199384264347,13.77,227.72,0.36,0.57,7,3,2,14,6,7,1,0
1,76561199433942220,55.12,55.12,0.17,0.18,5,4,1,3,2,0,2,0
1,76561199394501631,72.52,408.23,0.36,0.44,15,10,14,45,0,0,1,0
1,76561199242392571,17.57,120.37,0.6,0.23,8,4,2,5,1,0,1,0
1,76561199257419686,19.5,38.23,0.13,0.2,2,2,2,2,2,1,1,0
1,76561199411502830,24.78,24.37,0.09,0.11,1,1,1,8,0,0,1,0
1,76561199430103735,32.48,38.67,0.17,0.48,5,3,32,5,0,269,1,0
1,76561198255501125,3.85,143.71,0.34,0.11,6,3,12,5,34,0,1,0
1,76561199140281057,94.38,475.55,0.56,0.41,27,21,57,27,5,1,2,0
1,76561199016017019,25.03,388.99,0.64,0.18,3,3,5,11,0,0,1,0
1,76561198133860385,73.23,129.53,0.17,0.14,6,3,1,2,1,0,1,0
1,76561199021687707,25.03,66.31,0.17,0,7,7,61,24,0,0,10,0
1,76561198259431252,21.97,185.28,0.61,0.05,7,3,35,24,0,0,3,0
1,76561198084351002,33.32,584.19,0.73,0.01,30,22,54,103,0,14,1,0
1,76561198432399901,14.4,28.65,0.23,0,9,6,28,9,1,0,6,0
1,76561198178147482,2.47,76.06,0.38,0.01,110,140,25,12,0,4,2,0
1,76561199083587475,28.63,75.16,0.24,0.14,2,2,1,2,0,0,1,0
1,76561199425824064,53.23,81.15,0.27,0.39,10,4,2,11,52,0,1,0
1,76561198434799910,2.87,16.37,0.07,0,4,3,12,10,0,0,7,0
1,76561198076176915,33.83,307.16,0.58,0.6,19,7,7,74,9,1,6,0
1,76561198310216922,22.67,110.54,0.46,0.03,9,6,36,14,1,0,6,0
1,76561199090073340,43.07,55.47,0.14,0.18,8,5,3,25,2,0,1,0
1,76561199084178288,46.23,708.95,0.45,0.23,5,5,4,42,33,2,1,0
1,76561199063642879,42.58,1073.74,0.42,0.27,15,10,8,91,8,1,3,0
1,76561198268352575,3.37,139.11,0.51,0.36,7,5,18,45,1,8,1,0
1,76561199227657764,12.25,90.1,0.22,0.21,8,3,9,24,1,1,3,0
1,76561198435891587,10.63,1028.44,0.82,0.39,10,5,4,16,4,1,1,0
1,76561198313416907,4.62,171.07,0.56,0.18,6,4,10,38,12,29,1,0
1,76561198156450798,22.5,1211.72,0.6,0.16,20,10,13,99,84,12,2,0
1,76561199169757382,17.62,679.42,0.58,0.29,7,5,1,9,3,0,1,0
1,76561199174329741,45.7,756.73,0.5,0.35,4,5,4,17,8,0,1,0
1,76561199388133325,227.05,1044.05,0.38,0.27,9,7,6,0,22,0,1,0
1,76561199218095212,4.22,217.81,0.36,0.43,3,4,7,18,0,0,2,0
1,76561197978441083,1.63,21.12,0.69,0.3,88,117,153,37,15,2,17,0
1,76561198807820514,2.93,73.45,0.35,0.49,4,3,7,13,0,0,1,0
1,76561199390622691,16.78,118.32,0.26,0.05,2,2,1,19,8,0,1,0
1,76561199008950633,6.42,235.49,0.48,0.42,11,7,9,18,4,2,2,0
1,76561198152990697,1.05,61.42,0.18,0.33,31,27,77,176,299,118,5,-1
1,76561198370420897,35.57,108.42,0.24,0.17,5,3,11,4,0,0,2,0
1,76561199123423203,58.42,203.47,0.36,0.27,11,5,3,0,2,0,3,0
1,76561198190742319,26.18,405.16,0.44,0.27,7,4,19,271,3,1,1,0
1,76561199418975480,6.13,16.85,0.1,0,3,2,1,1,15,1,1,0
1,76561197963403272,215.0,723.57,0.09,0.2,11,4,10,8,0,0,1,0
1,76561198405020927,8.93,391.26,0.78,0.22,8,7,34,28,2,0,1,0
1,76561198868194609,3.08,162.18,0.53,0.25,7,4,21,51,1,0,1,0
1,76561198425163036,6.28,16.8,0.26,0.25,4,3,1,10,1,0,1,0
1,76561198096419312,1.7,54.18,0.32,0.04,12,6,164,81,7,1,19,0
1,76561198300532484,28.82,639.92,0.64,0.02,6,4,41,88,6,0,9,0
1,76561198396471191,61.35,491.63,0.41,0.02,6,4,45,27,2,0,4,0
1,76561199115084432,23.92,1263.99,0.15,0.21,3,3,1,30,7,0,1,0
1,76561199407957585,106.42,347.33,0.32,0,11,6,2,17,27,8,1,0
1,76561199102444086,4.35,22.12,0.21,0.14,72,40,100,83,17,29,24,0
1,76561198871493095,46.4,1257.02,0.56,0.19,10,7,1,0,45,0,1,0
1,76561199137580285,46.97,66.45,0.17,0,6,3,3,8,1,0,1,0
1,76561199337361043,31.0,51.33,0.19,0.42,7,4,10,3,21,0,1,0
1,76561198067990762,2.93,5.83,0.02,0,21,9,77,0,18,29,11,0
1,76561199054296476,39.93,396.58,0.37,0.22,5,4,5,106,0,0,1,0
1,76561198964328070,33.77,573.1,0.4,0.03,10,6,3,51,2,0,1,0
1,76561198327104727,30.77,18.77,0.23,0.07,33,37,366,76,25,124,56,0
1,76561198304314813,3.15,244.52,0.7,0.07,12,7,41,96,10,0,4,0
1,76561199176215314,10.95,207.26,0.36,0.12,7,6,5,18,9,0,6,0
1,76561198033207425,215.47,9883.87,0.64,0.03,8,4,7,251,4,0,1,-1
1,76561199106632917,5.77,163.83,0.35,0.07,4,3,3,14,0,0,1,0
1,76561198318189561,5.77,239.99,0.79,0.14,30,12,72,56,13,145,17,0
1,76561199235284786,60.93,115.37,0.26,0.09,2,2,3,9,4,0,1,0
1,76561198148197703,7.35,129.66,0.36,0.37,8,4,46,0,18,0,1,0
1,76561198251233856,25.08,26.58,0.12,0.05,6,3,10,17,1,0,2,0
1,76561197986663188,6.42,140.21,0.53,0.09,20,14,731,79,5,255,8,0
1,76561198809727577,21.4,257.47,0.34,0.2,6,4,144,33,1,3,2,0
1,76561198151927716,57.58,349.21,0.74,0.48,16,6,12,75,28,262,1,0
1,76561199074501364,6.42,112.94,0.23,0.24,4,4,8,19,0,0,1,0
1,76561199116955894,13.6,120.72,0.28,0.17,3,4,8,11,0,0,1,0
1,76561198378220569,3.27,97.11,0.35,0.01,9,5,58,2,0,2,6,0
1,76561198375338339,20.4,170.61,0.4,0.06,16,11,19,20,3,1,4,0
1,76561199403227581,44.97,119.52,0.53,0.41,3,2,1,5,1,0,1,0
1,76561198331915090,29.42,528.17,0.83,0.17,12,5,4,12,4,1,2,0
1,76561199406099326,30.23,116.35,0.26,0.19,2,3,1,6,4,0,1,0
1,76561199411939470,207.43,573.25,0.4,0.03,2,3,1,18,4,0,1,0
1,76561199078186713,33.03,9428.03,0.26,0.04,11,5,15,8,2,1,1,-1
1,76561198858535338,7.47,91.66,0.33,0.08,4,3,7,27,1,0,1,0
1,76561198880129753,84.55,238.02,0.41,0.1,4,3,1,35,1,0,1,0
1,76561199227092265,92.88,394.41,0.54,0.24,3,3,3,0,5,5,1,0
1,76561199249244776,8.12,150.25,0.4,0.07,3,3,4,22,2,0,1,0
1,76561199078189328,34.9,32.3,0.16,0.1,3,3,3,5,0,0,1,0
1,76561199114056672,72.67,88.02,0.23,0.05,8,5,3,8,3,0,1,0
1,76561199203444970,42.02,175.78,0.32,0.13,10,5,2,26,1,0,1,0
1,76561198307559003,3.37,21.91,0.13,0.02,87,91,141,20,10,38,46,0
1,76561198062703839,3.02,251.1,0.73,0.1,12,5,74,41,3,103,3,0
1,76561199195586196,1.78,148.65,0.35,0.21,3,3,16,17,0,0,1,0
1,76561199161939495,9.47,72.48,0.19,0.11,10,5,1,6,1,0,1,0
1,76561198165877640,8.33,160.83,0.5,0.02,5,3,9,32,1,0,1,0
1,76561199379662674,30.98,127.37,0.23,0.07,9,5,19,21,1,0,1,0
1,76561198834340906,34.43,48.16,0.28,0.44,21,11,24,37,0,0,1,0
1,76561197976682391,39.68,916.48,0.6,0.05,10,4,5,0,0,0,1,0
1,76561199382065224,38.92,142.75,0.27,0.11,6,2,1,14,5,1,1,0
1,76561199247117180,24.47,176.53,0.31,0.12,3,2,1,19,1,1,1,0
1,76561199136519901,12.47,123.17,0.23,0.13,2,3,6,20,9,0,1,0
1,76561198057334794,3.02,127.82,0.37,0.23,8,4,17,2,0,0,2,0
1,76561199224008689,9.32,124.02,0.36,0.17,4,3,1,0,1,0,1,0
1,76561199046646020,16.8,126.4,0.21,0.31,2,2,4,9,0,0,1,0
1,76561199171590487,15.3,19.72,0.22,0.17,6,5,16,0,1,1,6,0
1,76561198962014689,2.57,16.06,0.24,0.26,61,59,114,0,9,39,42,0
1,76561199195843264,56.37,763.06,0.49,0.32,12,5,1,21,21,0,1,0
1,76561199417072580,37.87,53.9,0.18,0.08,10,3,1,18,10,1,1,0
1,76561199430682732,24.08,28.33,0.16,0.65,1,1,1,5,0,0,1,0
1,76561199423578707,154.9,261.78,0.33,0.04,2,2,2,17,15,0,1,0
1,76561199033201334,30.4,86.38,0.4,0.24,7,6,78,7,0,7,10,0
1,76561199293102392,1.53,29.35,0.12,0.27,5,4,4,5,0,0,1,0
1,76561198271961333,13.8,514.75,0.76,0.01,75,53,110,15,3,5,9,0
1,76561199075841596,8.67,21.32,0.07,0,19,4,31,12,0,0,3,0
1,76561199434423963,46.67,46.67,0.44,0.15,3,2,3,10,10,1,2,0
1,76561198013489467,5.82,382.84,0.87,0.08,130,201,0,73,17,440,34,-1
1,76561199433282517,33.05,33.6,0.22,0,1,1,1,7,1,0,1,0
1,76561198166371164,94.7,437.31,0.35,0.25,6,3,2,0,2,0,1,0
1,76561198367209502,23.2,432.01,0.73,0.1,13,7,33,70,1,1,1,0
1,76561199009854297,12.83,231.42,0.33,0.4,4,5,33,52,1,0,18,0
1,76561199086734122,11.78,66.26,0.13,0.51,7,6,22,15,0,0,2,0
1,76561199100638575,99.27,183.47,0.24,0,12,5,21,0,8,1,1,0
1,76561198355270238,11.28,290.66,0.52,0.16,22,22,81,57,39,1,3,0
1,76561198027766405,7.8,361.39,0.68,0.17,27,26,527,0,0,0,5,0
1,76561197984814176,35.85,735.7,0.43,0.38,10,4,10,27,1,0,1,0
1,76561198220383209,9.47,223.87,0.66,0.34,41,14,51,0,5,0,4,0
1,76561198283789488,16.22,365.96,0.58,0.08,14,8,32,184,17,2,1,0
1,76561198370952043,7.67,170.37,0.39,0.14,42,13,96,13,1,7,5,0
1,76561198032429703,334.47,905.12,0.64,0.26,206,446,8,104,556,0,4,-1
1,76561199242571910,1.93,27.02,0.11,0.33,14,5,2,12,3,0,1,0
1,76561199204605720,15.95,94.56,0.32,0.18,2,3,1,7,3,1,1,0
1,76561198342850209,1.47,588.45,0.64,0,61,42,69,122,0,2,1,0
1,76561198354104964,7.37,327.91,0.74,0.36,10,6,12,75,1,0,1,0
1,76561198031083065,5.4,128.13,0.81,0.05,26,26,560,0,7,1,16,0
1,76561199099826754,17.9,226.77,0.41,0.18,3,4,2,20,3,0,1,0
1,76561199257239324,56.8,797.15,0.51,0.11,6,2,1,106,3,1,1,0
1,76561199210046561,22.37,169.6,0.25,0.28,4,5,3,16,0,0,1,0
1,76561199115030499,1.97,111.06,0.23,0.03,3,3,20,27,0,0,1,0
1,76561199127591700,32.78,3273.6,0.25,0.27,4,3,13,16,17,0,1,0
1,76561199008087937,10.42,221.22,0.38,0.34,24,5,14,23,2,0,1,0
1,76561198275692695,16.73,563.3,0.69,0.09,13,6,82,156,8,7,1,0
1,76561199162031964,83.38,151.45,0.17,0.15,1,2,1,7,0,0,1,0
1,76561197974811449,13.9,20.25,0.07,0,12,6,91,22,4,1,8,0
1,76561199199005878,50.78,457.56,0.49,0.17,3,4,9,39,3,0,1,0
1,76561198134687075,1.05,37.71,0.28,0.36,15,6,3,5,8,0,1,0
1,76561199223008089,17.0,128.07,0.29,0.47,1,1,2,3,1,0,2,0
1,76561199052761484,5.98,28.7,0.18,0,2,2,1,2,0,0,1,0
1,76561198097827424,4.08,67.05,0.27,0.1,11,8,141,39,2,0,6,0
1,76561199433424021,33.72,33.72,0.07,0.13,1,1,1,2,0,0,1,0
1,76561199022508864,2.02,12.28,0.04,0.15,4,4,17,10,2,0,4,0
1,76561198841091540,25.82,148.13,0.31,0.15,29,18,11,38,9,3,4,0
1,76561198303515433,56.45,524.33,0.88,0.02,10,4,18,40,0,0,1,0
1,76561198396635512,6.1,321.93,0.65,0.36,34,19,16,0,4,38,1,0
1,76561199210458890,14.3,495.09,0.67,0.11,2,3,9,48,1,1,1,0
1,76561197998395879,28.42,200.03,0.34,0.55,12,4,1,36,1,0,1,0
1,76561199256195350,13.57,69.57,0.11,0.36,2,3,1,11,1,0,1,0
1,76561199394949831,46.97,228.17,0.26,0.36,2,2,1,21,7,2,1,0
1,76561199012363925,13.37,168.39,0.26,0.29,12,8,9,8,4,1,1,0
1,76561198980417146,1.45,1.75,0.01,0,5,4,1,1,1,0,1,0
1,76561199075121958,11.08,21.81,0.14,0,3,3,6,8,0,0,1,0
1,76561198208623899,12.95,579.82,0.74,0.62,6,4,4,0,1,0,1,0
1,76561199094389225,3.68,15.41,0.08,0.29,10,7,28,7,1,0,7,0
1,76561198271764210,14.73,67.96,0.22,0.41,21,10,10,55,1,0,3,0
1,76561198201508825,3.82,252.16,0.61,0.08,10,5,15,139,19,0,2,0
1,76561199433644782,71.62,71.62,0.08,0,1,1,1,0,0,0,1,0
1,76561199070608829,8.77,15.04,0.11,0.53,11,7,1,66,1,0,2,0
1,76561199432996352,32.53,32.53,0.1,0.26,1,1,1,0,1,0,1,0
1,76561198154106078,31.02,375.71,0.39,0,27,6,5,14,1,0,1,0
1,76561199367785466,5.62,36.97,0.19,0,10,3,1,0,2,0,1,0
1,76561199063566281,27.38,202.2,0.5,0,7,3,3,33,3,2,2,0
1,76561198069984703,48.38,161.37,0.5,0,8,4,1,99,3,0,1,0
1,76561198012876947,25.3,147.11,0.78,0.04,13,9,261,145,14,5,3,0
1,76561199082949748,56.6,625.85,0.46,0,3,3,1,4,4,0,1,0
1,76561198141980512,69.58,97.37,0.33,0,14,11,68,22,11,8,1,0
1,76561199120741653,27.8,891.06,0.73,0.31,3,4,37,15,2,0,3,0
1,76561198148128763,48.13,575.28,0.8,0.13,12,7,39,41,6,4,3,0
1,76561198312899467,17.4,285.46,0.63,0.11,7,6,9,7,2,0,1,0
1,76561199179792079,7.25,406.32,0.46,0.19,20,10,2,47,52,0,1,0
1,76561198192011251,1.62,39.68,0.34,0.06,21,7,134,41,0,3,4,0
1,76561199117672966,36.05,90.08,0.28,0.51,3,3,2,10,1,1,1,0
1,76561198325982071,61.83,521.44,0.7,0.28,45,32,17,47,73,10,4,0
1,76561199149190931,29.37,177.68,0.34,0.23,1,2,3,13,0,0,2,0
1,76561198285675333,24.55,104.97,0.54,0.01,37,7,15,14,1,0,2,0
1,76561198029818090,15.88,6.33,0.14,0.41,9,3,7,5,1,2,1,0
1,76561199388732713,43.58,267.47,0.38,0.11,63,56,9,8,0,0,1,0
1,76561199162876141,37.78,375.13,0.46,0.08,3,3,7,45,7,2,2,0
1,76561199426452201,71.8,97.75,0.36,0.21,19,0,0,14,13,1,1,0
1,76561198182500623,10.03,239.49,0.69,0.28,9,3,4,3,0,3,1,0
1,76561199087106365,42.42,531.38,0.56,0.02,24,17,21,77,14,53,3,0
1,76561199159769840,43.32,70.32,0.22,0.08,2,3,7,17,2,0,1,0
1,76561198850735356,6.17,9.6,0.08,0,5,4,12,17,1,0,4,0
1,76561198855137762,36.0,254.32,0.27,0.22,3,3,1,24,0,0,1,0
1,76561199091314464,10.92,342.9,0.45,0.2,30,11,30,27,0,0,1,0
1,76561199087406874,18.62,630.72,0.69,0.22,18,11,8,27,4,0,1,0
1,76561198120952280,5.33,449.48,0.82,0,70,65,116,356,133,135,13,-1
1,76561199242756637,2.72,64.65,0.18,0.52,8,3,3,23,3,0,1,0
1,76561198046100647,47.98,133.44,0.81,0.17,66,83,329,132,15,51,9,0
